Diff_Err_Lat,Diff_Err_Lon,Distance_Error,Global_Int_Lat,Global_Int_Lon,Injected_Lat,Injected_Lon,Raw_GPS_Lat,Raw_GPS_Lon,Timestamp
-2.6894135000000006,-3.96103770000002,462887.58721362235,-38.0493837,145.1931935,-35.3599712,149.1542315,-38.0493847,145.1931938,16/10/2022 16:38:04
-2.6894135000000006,-3.96103770000002,462887.58721362235,-38.0493836,145.1931935,-35.3599712,149.1542315,-38.0493847,145.1931938,16/10/2022 16:38:05
-2.6894136000000017,-3.961037600000026,462887.58736290445,-38.0493836,145.1931934,-35.3599712,149.1542315,-38.0493848,145.1931939,16/10/2022 16:38:06
-2.6894136000000017,-3.961037600000026,462887.58736290445,-38.0493836,145.1931934,-35.3599712,149.1542315,-38.0493848,145.1931939,16/10/2022 16:38:07
-2.689413700000003,-3.961037600000026,462887.59433921485,-38.0493837,145.1931934,-35.3599712,149.1542315,-38.0493849,145.1931939,16/10/2022 16:38:08
-2.689413700000003,-3.961037600000026,462887.59433921485,-38.0493837,145.1931934,-35.3599712,149.1542315,-38.0493849,145.1931939,16/10/2022 16:38:09
-2.689413700000003,-3.96103770000002,462887.6011662445,-38.0493837,145.1931934,-35.3599712,149.1542315,-38.0493849,145.1931938,16/10/2022 16:38:10
-2.689413700000003,-3.96103770000002,462887.6011662445,-38.0493837,145.1931934,-35.3599712,149.1542315,-38.0493849,145.1931938,16/10/2022 16:38:12
-2.689413800000004,-3.96103770000002,462887.60814255575,-38.0493837,145.1931934,-35.3599712,149.1542315,-38.049385,145.1931938,16/10/2022 16:38:13
-2.689413800000004,-3.96103770000002,462887.60814255575,-38.0493838,145.1931934,-35.3599712,149.1542315,-38.049385,145.1931938,16/10/2022 16:38:14
-2.689413800000004,-3.96103770000002,462887.60814255575,-38.0493838,145.1931934,-35.3599712,149.1542315,-38.049385,145.1931938,16/10/2022 16:38:15
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493838,145.1931934,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:16
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493838,145.1931934,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:17
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493839,145.1931934,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:18
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493839,145.1931934,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:20
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:21
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493839,145.1931934,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:22
-2.689413899999998,-3.961037800000014,462887.62194589525,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.0493851,145.1931937,16/10/2022 16:38:23
-2.689413800000004,-3.961037900000008,462887.62179661595,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931936,16/10/2022 16:38:24
-2.689413800000004,-3.961037900000008,462887.62179661595,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931936,16/10/2022 16:38:26
-2.689413800000004,-3.961037900000008,462887.62179661595,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931936,16/10/2022 16:38:27
-2.689413800000004,-3.961037900000008,462887.62179661595,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931936,16/10/2022 16:38:28
-2.689413800000004,-3.961038000000002,462887.62862364505,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931935,16/10/2022 16:38:29
-2.689413800000004,-3.961038000000002,462887.62862364505,-38.0493839,145.1931933,-35.3599712,149.1542315,-38.049385,145.1931935,16/10/2022 16:38:30
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:31
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:33
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:34
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:35
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:36
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493839,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:37
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:38
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.049384,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:40
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493841,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:41
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493841,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:42
-2.689413700000003,-3.961038000000002,462887.62164733355,-38.0493841,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931935,16/10/2022 16:38:43
-2.689413700000003,-3.961038000000002,462887.62164733355,-38.0493841,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931935,16/10/2022 16:38:44
-2.689413700000003,-3.961038000000002,462887.62164733355,-38.0493842,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931935,16/10/2022 16:38:46
-2.689413700000003,-3.961038000000002,462887.62164733355,-38.0493842,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931935,16/10/2022 16:38:47
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493842,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:48
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493842,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:49
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493842,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:50
-2.689413700000003,-3.9610381000000245,462887.62847436615,-38.0493843,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931934,16/10/2022 16:38:51
-2.689413700000003,-3.9610382000000186,462887.6353013965,-38.0493843,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931933,16/10/2022 16:38:52
-2.689413700000003,-3.9610382000000186,462887.6353013965,-38.0493843,145.1931933,-35.3599712,149.1542315,-38.0493849,145.1931933,16/10/2022 16:38:54
-2.689413700000003,-3.9610383000000127,462887.6421284266,-38.0493843,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931932,16/10/2022 16:38:55
-2.689413700000003,-3.9610383000000127,462887.6421284266,-38.0493844,145.1931932,-35.3599712,149.1542315,-38.0493849,145.1931932,16/10/2022 16:38:56
-2.689413700000003,-3.9610386000000233,462887.6626095205,-38.0493844,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931929,16/10/2022 16:38:57
-2.689413700000003,-3.9610386000000233,462887.6626095205,-38.0493843,145.1931931,-35.3599712,149.1542315,-38.0493849,145.1931929,16/10/2022 16:38:58
-2.689413700000003,-3.9610387000000173,462887.6694365505,-38.0493844,145.193193,-35.3599712,149.1542315,-38.0493849,145.1931928,16/10/2022 16:38:59
-2.689413700000003,-3.9610387000000173,462887.6694365505,-38.0493844,145.193193,-35.3599712,149.1542315,-38.0493849,145.1931928,16/10/2022 16:39:01
-2.689413700000003,-3.9610389000000055,462887.6830906116,-38.0493844,145.193193,-35.3599712,149.1542315,-38.0493849,145.1931926,16/10/2022 16:39:02
